rank_dificuldade,pergunta_norm,pergunta,resposta_oficial,n_modelos,n_correto,n_parcialmente_correto,n_incorreto,score_medio_0_5,score_min,score_max,desvio_medio_entre_julgadores,modelos_incorretos,modelos_parciais,modelos_corretos,taxa_erro,taxa_nao_correto
55,"em que consiste a exaustão, em termos contábeis?","Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).",11,10,1,0,4.151515151515151,3.6666666666666665,5.0,0.7508705490200748,,claude-opus-4-6,"deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
56,como as empresas não imobiliárias devem classificar a conta representativa de “construções em andamento”?,Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.",11,10,1,0,4.181818181818182,3.0,4.666666666666667,0.6017092866833642,,openai_gpt-oss-120b,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
57,como serão tributados no brasil os lucros auferidos no exterior por intermédio de filiais e sucursais da pessoa jurídica no brasil?,Como serão tributados no Brasil os lucros auferidos no exterior por intermédio  de filiais e sucursais da pessoa jurídica no Brasil?,"Para fins de apuração do lucro real e da base de cálculo da CSLL, os lucros auferidos por filiais e sucursais no exterior serão adicionados integralmente ao lucro líquido da pessoa jurídica no Brasil em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados.",11,10,1,0,4.363636363636363,3.6666666666666665,4.666666666666667,0.8071252902488937,,gemini-3-pro-preview,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
58,"quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda devido pela pessoa jurídica em cada período de apuração?","Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.",11,10,1,0,4.3939393939393945,3.6666666666666665,4.666666666666667,0.7546389021407459,,mistralai_mixtral-8x22b-instruct-v0.1,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
59,"na ocorrência da adoção de novo método ou critério contábil, os contribuintes já estão autorizados a fazer os referidos ajustes na apuração do lucro real, da base de cálculo da csll, da cofins e do pis, até que a lei tributária regule a matéria? ou o contribuinte precisa de uma norma da rfb autorizando efetuar tais ajustes?","Na ocorrência da adoção de novo método ou critério contábil, os contribuintes  já estão autorizados a fazer os referidos ajustes na apuração do lucro real, da  base de cálculo da CSLL, da COFINS e do PIS, até que a lei tributária regule a  matéria? Ou o contribuinte precisa de uma norma da RFB autorizando efetuar  tais ajustes?","Não. Quando houver modificação ou adoção de novo método ou critério contábil por meio de ato administrativo emitido com base em competência atribuída em lei comercial, a Secretaria Especial da Receita Federal do Brasil irá dispor sobre os procedimentos para anular os efeitos desses atos.",11,10,1,0,4.545454545454546,3.333333333333333,5.0,0.4583138076661255,,openai_gpt-oss-120b,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
60,"qual o tratamento tributário dispensado à receita decorrente da venda de bens classificados no grupo de ""ativo não circulante mantido para venda"", quando pessoa jurídica sujeita ao regime não cumulativo?","Qual o tratamento tributário dispensado à receita decorrente da venda de  bens classificados no grupo de ""ativo não circulante mantido para venda"",  quando pessoa jurídica sujeita ao regime não cumulativo?","Não integram a base de cálculo da Contribuição para o PIS/Pasep e da COFINS apurados no regime de incidência não-cumulativa a que se referem a Lei nº 10.637, de 2002, e a Lei nº 10.833, de 2003, as outras receitas, decorrentes da venda de bens do ativo não circulante, classificado como investimento, imobilizado ou intangível. Tal disposição se aplica inclusive no caso do bem ter sido reclassificado para o Ativo Circulante com intenção de venda, por força das normas contábeis e da legislação comercial.",11,10,1,0,4.757575757575758,3.6666666666666665,5.0,0.262431940540739,,meta_llama-3.3-70b-instruct,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
61,como deverão ser tratados os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio?,Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).",11,10,1,0,4.787878787878788,3.0,5.0,0.20994555243259116,,openai_gpt-oss-120b,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
62,"na apuração do ganho de capital na alienação de investimento, imobilizado ou intangível a ser acrescido à base de cálculo do lucro e do resultado arbitrado, o aumento no valor do ativo decorrente de avaliação com base no valor justo pode ser considerado como parte integrante do valor contábil?","Na apuração do ganho de capital na alienação de investimento, imobilizado ou  intangível a ser acrescido à base de cálculo do lucro e do resultado arbitrado,  o aumento no valor do ativo decorrente de avaliação com base no valor justo  pode ser considerado como parte integrante do valor contábil?","Não, exceto se o ganho relativo à avaliação com base no valor justo tenha sido anteriormente computado na base de cálculo do tributo.",11,10,1,0,4.818181818181818,3.333333333333333,5.0,0.10497277621629561,,mistralai_mixtral-8x22b-instruct-v0.1,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
63,como os direitos sujeitos à exaustão serão apresentados no balanço?,Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.",11,11,0,0,4.303030303030304,4.0,5.0,0.20994555243259122,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
64,o lucro apurado periodicamente pela pessoa física equiparada à pessoa jurídica em razão de operações com imóveis pode ser mantido como lucros suspensos na escrituração da pessoa jurídica?,O lucro apurado periodicamente pela pessoa física equiparada à pessoa jurídica  em razão de operações com imóveis pode ser mantido como lucros suspensos  na escrituração da pessoa jurídica?,"Não. Esse lucro, após a dedução da provisão para pagamento do IRPJ, sempre será considerado como automaticamente distribuído no período de apuração em que for apurado.",11,11,0,0,4.363636363636363,4.0,5.0,0.6017092866833642,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
65,"no que tange à elaboração da escrituração contábil, quais requisitos deverão ser observados? como tal escrituração será formalizada para fins de fiscalização?","No que tange à elaboração da escrituração contábil,  quais requisitos deverão ser observados? Como tal escrituração será  formalizada para fins de fiscalização?","A escrituração contábil elaborada para atendimento à legislação tributária deverá conter todos os fatos contábeis do período de apuração, devendo ser elaborada em forma contábil e com a utilização do plano de contas da escrituração comercial. Os lançamentos realizados nesta escrituração contábil deverão, nos casos em que couber, manter correspondência com aqueles efetuados na escrituração comercial, inclusive no que se refere aos históricos. A escrituração contábil será transmitida ao Sped.",11,11,0,0,4.393939393939394,4.0,5.0,0.6401319894843074,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
66,qual é o valor da parcela do investimento referente ao lucro ou prejuízo de investimento no exterior que deve ser registrada na subconta de investimento?,Qual é o valor da parcela do investimento referente ao lucro ou prejuízo de  investimento no exterior que deve ser registrada na subconta de investimento?,"O valor a ser registrado na subconta de investimento é o equivalente aos lucros ou prejuízos antes da tributação no exterior sobre tais lucros ou prejuízos, assim entendido como o lucro ou prejuízo antes dos tributos sobre a renda, sejam correntes e/ou diferidos.",11,11,0,0,4.393939393939394,4.0,5.0,0.41989110486518244,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
67,o contribuinte pode efetuar a exclusão da diferença negativa entre o saldo do ativo diferido registrado na contabilidade societária e no fcont?,O contribuinte pode efetuar a exclusão da diferença negativa entre o saldo do  ativo diferido registrado na contabilidade societária e no FCONT?,"A diferença negativa verificada na data da adoção inicial entre o valor de ativo diferido na contabilidade societária e no FCONT somente poderá ser excluída se o contribuinte evidenciar essa diferença em subconta vinculada ao ativo. A diferença poderá ser controlada de duas formas: 1) por meio da utilização de uma única subconta, sendo o lançamento a crédito na subconta e a débito na conta de ativo diferido; 2) por meio da utilização de 2 (duas) subcontas, sendo o lançamento a crédito na subconta vinculada ao ativo diferido e a débito em uma subconta auxiliar à subconta vinculada ao ativo. A diferença poderá ser excluída em cada período de apuração proporcionalmente à parcela equivalente à amortização do ativo diferido de acordo com as normas e critérios tributários vigentes em 31 de dezembro de 2007. No caso de ativo diferido não reconhecido na data da adoção inicial na contabilidade societária, mas reconhecido no FCONT, a diferença deverá ser controlada na Parte B do e-Lalur e do e-Lacs.",11,11,0,0,4.424242424242424,4.0,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
68,"qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos e ganhos de capital do exterior?","Qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos  e ganhos de capital do exterior?","A pessoa jurídica que auferir lucros, rendimentos ou ganhos de capital do exterior fica obrigada à tributação com base no lucro real, a partir, inclusive, do trimestre de sua ocorrência.",11,11,0,0,4.515151515151515,4.0,5.0,0.47237749297333026,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
69,os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à incidência da csll?,Os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à  incidência da CSLL?,"Sim. O art. 21 da MP nº 2.158-35, de 2001, determina que os lucros, rendimentos e ganhos de capital auferidos no exterior ficam sujeitos à incidência da CSLL, observadas as normas de tributação universal. O parágrafo único do mencionado artigo, por seu turno, preconiza que o saldo do imposto de renda pago no exterior, que exceder o valor compensável com o IRPJ devido no Brasil, poderá ser compensado com a CSLL devida em virtude da adição, à sua base de cálculo, dos lucros oriundos do exterior, até o limite acrescido em decorrência dessa adição.",11,11,0,0,4.545454545454546,4.0,4.666666666666667,0.7348094335140692,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
70,a base de cálculo negativa da csll poderá ser compensada com resultados apurados em períodos subsequentes?,A base de cálculo negativa da CSLL poderá ser compensada com resultados  apurados em períodos subsequentes?,"Sim. A base de cálculo da CSLL, quando negativa, poderá ser compensada até o limite de 30% dos resultados apurados em períodos subsequentes, ajustados pelas adições e exclusões previstas na legislação.",11,11,0,0,4.606060606060606,4.0,5.0,0.5108001957742734,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
71,as sociedades por ações poderão ter quantos conselheiros fiscais?,As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.",11,11,0,0,4.696969696969696,4.0,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
72,o controle por subcontas na adoção inicial se aplica aos ativos e passivos relativos aos contratos de arrendamento mercantil nos quais haja transferência substancial dos riscos e benefícios inerentes à propriedade do bem em curso na data da adoção inicial?,O controle por subcontas na adoção inicial se aplica aos ativos e passivos  relativos aos contratos de arrendamento mercantil nos quais haja  transferência substancial dos riscos e benefícios inerentes à propriedade do  bem em curso na data da adoção inicial?,"Não. Para os ativos e passivos relativos aos contratos de arrendamento mercantil em curso na data da adoção inicial, nos quais haja transferência substancial dos riscos e benefícios inerentes à propriedade do bem arrendado, não se aplica o controle por subcontas de que tratam os arts. 294 a 300 da Instrução Normativa RFB n° 1.700, de 2017. O disposto acima aplica-se, inclusive, aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial. A partir da data da adoção inicial, deverá ser observado o tratamento tributário previsto nos arts. 172 a 177 da Instrução Normativa RFB n° 1.700, de 2017.",11,11,0,0,4.696969696969696,4.0,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
73,"quando devem ser baixados os bens obsoletos, constantes do ativo imobilizado da pessoa jurídica?","Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.",11,11,0,0,4.696969696969696,4.0,5.0,0.3533410314498299,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
74,a variação cambial acrescida aos juros calculados com base na taxa libor são considerados dedutíveis na apuração do lucro real?,A variação cambial acrescida aos juros calculados com base na taxa LIBOR são  considerados dedutíveis na apuração do lucro real?,"Sim, uma vez que a referida variação cambial é um componente dos juros para o pagamento do imposto de renda diferido relativo aos lucros auferidos no exterior.",11,11,0,0,4.7272727272727275,4.333333333333333,5.0,0.3674047167570346,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
75,"como deverá proceder a pessoa jurídica que explora atividade rural com tributação pelo lucro real e, posteriormente, venha a optar pela tributação com base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o incentivo fiscal?","Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.",11,11,0,0,4.7272727272727275,4.0,5.0,0.3674047167570346,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
76,quais as exclusões admitidas para efeito de apuração da base de cálculo da contribuição para o pis/pasep e da cofins devidas pelas sociedades cooperativas de rádio táxi?,Quais as exclusões admitidas para efeito de apuração da base de cálculo da  Contribuição para o PIS/Pasep e da Cofins devidas pelas sociedades cooperativas  de rádio táxi?,"Além das exclusões admitidas para as sociedades cooperativas em geral, as sociedades cooperativas de rádio táxi podem ainda excluir da base de cálculo: 1) os valores repassados aos associados pessoas físicas decorrentes de serviços por eles prestados em nome da cooperativa; 2) as receitas de vendas de bens, mercadorias e serviços a associados, quando adquiridos de pessoas físicas não associadas; e 3) as receitas financeiras decorrentes de repasses de empréstimos a associados, contraídos de instituições financeiras, até o limite dos encargos a estas devidos. ",11,11,0,0,4.7272727272727275,4.333333333333333,5.0,0.41989110486518244,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
77,qual o tratamento tributário da reversão contábil da perda estimada no valor do ativo?,Qual o tratamento tributário da reversão contábil da perda estimada no valor  do ativo?,As reversões das perdas por desvalorização de bens que foram objeto de redução ao valor recuperável de ativos não são computadas na apuração do lucro real e do resultado ajustado.,11,11,0,0,4.7272727272727275,4.333333333333333,5.0,0.31491832864888686,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
78,a pessoa jurídica que optar pelo lucro presumido poderá em algum período de apuração trimestral ser tributada com base no lucro real?,A pessoa jurídica que optar pelo lucro presumido poderá em algum período de  apuração trimestral ser tributada com base no lucro real?,"Sim. Na hipótese de haver pago o imposto com base no lucro presumido e, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o IRPJ e a CSLL sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Tal situação também é possível de ocorrer na hipótese de exclusão do Refis de empresa incluída neste programa como sendo do lucro presumido, embora obrigada ao lucro real.",11,11,0,0,4.757575757575758,4.0,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
79,"existe a possibilidade de serem deduzidas, para fins do imposto de renda, as perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.",11,11,0,0,4.757575757575758,4.333333333333333,5.0,0.3674047167570346,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
80,"qual deve ser o tratamento tributário, para fins de determinação do lucro real e do resultado ajustado, para pagamento baseado em ações? em que momento o pagamento baseado em ações poderá ser considerado dedutível?","Qual deve ser o tratamento tributário, para fins de determinação do lucro real  e do resultado ajustado, para pagamento baseado em ações? Em que  momento o pagamento baseado em ações poderá ser considerado dedutível?","O valor da remuneração dos serviços prestados por empregados ou similares, efetuada por meio de acordo com pagamento baseado em ações, deve ser adicionado ao lucro líquido para fins de apuração do lucro real e do resultado ajustado no período de apuração em que o custo ou a despesa forem apropriados. A remuneração dos serviços prestados por empregados ou similares, efetuada por meio de acordo com pagamento baseado em ações, será dedutível somente depois do pagamento, quando liquidados em caixa ou outro ativo, ou depois da transferência da propriedade definitiva das ações ou opções de ações, quando liquidados com instrumentos patrimoniais.",11,11,0,0,4.818181818181818,4.0,5.0,0.1958818671253865,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
81,"de que forma devem ser apurados e registrados os créditos do art. 3º da lei nº 10.637, de 2002, do art. 3º da lei nº 10.833, de 2003, e do arts. 15 e 17 da lei nº 10.865, de 2004, e os demais créditos presumidos da contribuição para o pis/pasep e da cofins?","De que forma devem ser apurados e registrados os créditos do art. 3º da Lei nº  10.637, de 2002, do art. 3º da Lei nº 10.833, de 2003, e do arts. 15 e 17 da Lei nº  10.865, de 2004, e os demais créditos presumidos da Contribuição para o  PIS/Pasep e da Cofins?","As pessoas jurídicas submetidas ao regime de apuração não cumulativa deverão apurar e registrar, de forma segregada, os créditos de que tratam o art. 3º da Lei nº 10.637, de 2002, o art. 3º da Lei nº 10.833, de 2003, e os arts. 15 e 17 da Lei nº 10.865, de 2004, e os créditos presumidos previstos nas Leis da Contribuição para o PIS/Pasep e da Cofins, discriminando-os em função da natureza, origem e vinculação desses créditos, observadas as normas editadas pela Secretaria da Receita Federal do Brasil.",11,11,0,0,4.848484848484849,4.666666666666667,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
82,em que data se considera ocorrida a aquisição ou alienação e quais as condições para que seja aceita?,Em que data se considera ocorrida a aquisição ou alienação e quais as condições  para que seja aceita?,"Considera-se data da aquisição ou alienação aquela em que for celebrado o contrato inicial, ainda que mediante instrumento particular. Caso a transmissão se opere por meio de instrumento particular, a data de aquisição ou alienação constante no respectivo instrumento, se favorável aos interesses da pessoa física, somente será aceita pela autoridade fiscal quando atendida pelo menos uma das seguintes condições: a) o instrumento particular tiver sido registrado no Cartório do Registro Imobiliário, ou no de Títulos e Documentos, no prazo de 30 (trinta) dias, contados da data nele constante; b) houver conformidade com cheque nominativo pago dentro do prazo de 30 (trinta) dias, contados da data do instrumento; c) houver conformidade com lançamentos contábeis da pessoa jurídica, atendidos os preceitos para escrituração em vigor; d) houver menção expressa da operação nas declarações de bens da parte interessada, apresentadas tempestivamente à repartição competente, juntamente com as declarações de rendimentos. 47",11,11,0,0,4.848484848484849,4.666666666666667,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
