question,answer,reference,gold_passage
"As disposições contidas na Instrução Normativa SRF nº 11, de 10 de fevereiro  de 1999, eram aplicadas somente às operações de incorporação, fusão e cisão,  ocorridas até 31 de dezembro de 2017, cuja participação societária tenha sido  adquirida até 31 de dezembro de 2014, desde que o processo de aquisição  tenha sido iniciado até 31 de dezembro de 2014. Neste sentido, o que pode ser  entendido como início do processo de aquisição?",O pedido de aprovação da aquisição junto ao órgão regulador ou fiscalizador deve ter sido protocolizado até 31 de dezembro de 2014.,"Art. 192, § 2º, Instrução Normativa RFB nº 1.700, de 2017. ","Art. 192. As disposições contidas na Instrução Normativa SRF nº 11, de 10 de fevereiro de 1999, continuam a ser aplicadas somente às operações de incorporação, fusão e cisão, ocorridas até 31 de dezembro de 2017, cuja participação societária tenha sido adquirida até 31 de dezembro de 2014, não se aplicando as disposições contidas nos arts. 185 a 188.
§ 1º No caso de aquisições de participações societárias que dependam da aprovação de órgãos reguladores e fiscalizadores para a sua efetivação, o prazo para incorporação de que trata o caput poderá ser:
I - até 31 de dezembro de 2017, se a aprovação tiver ocorrido até 31 de dezembro de 2016; ou
II - de até 12 (doze) meses contados a partir da aprovação da aquisição pelo órgão regulador ou fiscalizador.
§ 2º Na hipótese prevista no § 1º o processo de aquisição deve ter sido iniciado até 31 de dezembro de 2014.
§ 3º Para efeitos do disposto neste artigo a pessoa jurídica deverá proceder, caso seja necessário, aos ajustes do lucro líquido para fins de apuração do lucro real e do resultado ajustado, no e-Lalur e no e-Lacs.
Art. 193. Na hipótese tratada no art. 192 a pessoa jurídica que detinha a participação societária deverá manter memória de cálculo relativa ao investimento considerando os métodos e critérios vigentes em 31 de dezembro de 2007.
§ 1º Na memória de cálculo o valor do investimento deverá ser desdobrado em:
I - valor de patrimônio líquido na época da aquisição; e
II - ágio ou deságio na aquisição, que será a diferença entre o custo de aquisição do investimento e o valor de que trata o inciso I.
§ 2º A pessoa jurídica deverá indicar, dentre os seguintes, o fundamento econômico do ágio ou deságio:
I - valor de mercado de bens do ativo da coligada ou controlada superior ou inferior ao custo registrado na sua contabilidade;
II - valor de rentabilidade da coligada ou controlada, com base em previsão dos resultados nos exercícios futuros; ou
III - fundo de comércio, intangíveis e outras razões econômicas.
§ 3º Os valores de que tratam os incisos I e II do § 2º deverão estar baseados em demonstração que o contribuinte arquivará como comprovante da escrituração.
§ 4º A memória de cálculo de que trata o caput, relacionada ao evento de incorporação, fusão ou cisão, será apresentada pela empresa resultante do evento na ECF, devendo constar:
I - o valor da participação societária na data da aquisição do investimento;
II - os valores relacionados a ágio ou deságio, individualizados por fundamento econômico, na data de aquisição do investimento;
III - a evolução da amortização do ágio ou deságio, desde a data de aquisição da participação societária até a data do evento; e
IV - o código de inscrição da conta em que estava registrada no Controle Fiscal Contábil de Transição (FCONT) de que tratam os arts. 7º e 8º da Instrução Normativa RFB nº 949, de 16 de junho de 2009, do último período em que a pessoa jurídica que detinha a participação societária esteve obrigada ao Regime Tributário de Transição (RTT) de que trata a Lei nº 11.941, de 27 de maio de 2009."
"Qual será o resultado tributável quando da alienação de bem objeto de  arrendamento mercantil, na hipótese em que o valor contábil do bem já tiver  sido computado na determinação do lucro real e do resultado ajustado pela  arrendatária a título de contraprestação de arrendamento mercantil?","Quando o valor contábil do bem já tiver sido computado na determinação do lucro real e do resultado ajustado pela arrendatária, a título de contraprestação de arrendamento mercantil, o resultado tributável na alienação de bem ou direito corresponderá ao respectivo valor da alienação.","Art. 177, §§ 1º e 2º da Instrução Normativa RFB nº 1.700, de 2017.","Art. 177. A determinação do ganho ou da perda de capital de bens ou direitos que tenham sido objeto de arrendamento mercantil terá por base o valor contábil do bem, assim entendido o que estiver registrado na escrituração do contribuinte, diminuído, se for o caso, da depreciação, amortização ou exaustão acumulada e das perdas estimadas no valor de ativos.
§1º O disposto neste artigo não se aplica quando o valor contábil do bem já tiver sido computado na determinação do lucro real ou do resultado ajustado pela arrendatária a título de contraprestação de arrendamento mercantil.
§2º Na hipótese tratada no § 1º, o resultado tributável na alienação de bem ou direito corresponderá ao respectivo valor da alienação.
§3º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial."
"Qual o tratamento aplicável, em relação ao ganho de capital, aos contratos não  tipificados como arrendamento mercantil e que contenham elementos  contabilizados como arrendamento mercantil por força de normas contábeis e  da legislação comercial?","Em relação aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial, a determinação do ganho ou perda de capital de bens ou direitos que tenham sido objeto de arrendamento mercantil terá por base o valor contábil do bem, assim entendido o que estiver registrado na escrituração do contribuinte, diminuído, se for o caso, da depreciação, amortização ou exaustão acumulada e das perdas estimadas no valor de ativos. O disposto acima não se aplica quando o valor contábil do bem já tiver sido computado na determinação do lucro real e do resultado ajustado pela arrendatária, a título de contraprestação de arrendamento mercantil. Neste caso, o resultado tributável da alienação corresponderá ao respectivo valor da alienação.","Art. 177 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 177. A determinação do ganho ou da perda de capital de bens ou direitos que tenham sido objeto de arrendamento mercantil terá por base o valor contábil do bem, assim entendido o que estiver registrado na escrituração do contribuinte, diminuído, se for o caso, da depreciação, amortização ou exaustão acumulada e das perdas estimadas no valor de ativos.
§1º O disposto neste artigo não se aplica quando o valor contábil do bem já tiver sido computado na determinação do lucro real ou do resultado ajustado pela arrendatária a título de contraprestação de arrendamento mercantil.
§2º Na hipótese tratada no § 1º, o resultado tributável na alienação de bem ou direito corresponderá ao respectivo valor da alienação.
§3º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial."
"O que deve ser considerado como ""contraprestações creditadas""?","Para efeito do disposto no art. 175 da Instrução Normativa RFB nº 1.700, de 2017, consideram-se contraprestações creditadas as contraprestações vencidas.","Art. 175, § 4º da Instrução Normativa RFB nº 1.700, de 2017.","Art. 175. Na apuração do lucro real e do resultado ajustado da pessoa jurídica arrendatária:
I - poderão ser computadas as contraprestações pagas ou creditadas por força de contrato de arrendamento mercantil, referentes a bens móveis ou imóveis intrinsecamente relacionados com a produção ou comercialização dos bens e serviços, inclusive as despesas financeiras nelas consideradas;
II - são indedutíveis as despesas financeiras incorridas pela arrendatária em contratos de arrendamento mercantil, inclusive os valores decorrentes do ajuste a valor presente de que trata o inciso III do caput do art. 184 da Lei nº 6.404, de 1976;
III - são vedadas as deduções de despesas de depreciação, amortização e exaustão geradas por bem objeto de arrendamento mercantil, na hipótese em que a arrendatária reconheça contabilmente o encargo, inclusive após o prazo de encerramento do contrato; e
IV - na hipótese tratada no inciso III, não comporão o custo de produção dos bens ou serviços os encargos de depreciação, amortização e exaustão, gerados por bem objeto de arrendamento mercantil.
§ 1º Para efeitos do disposto neste artigo, a pessoa jurídica arrendatária que reconheça contabilmente o bem, em decorrência de o contrato de arrendamento prever a transferência substancial dos benefícios e riscos e do controle do bem arrendado, deverá proceder aos ajustes do lucro líquido para fins de apuração do lucro real e do resultado ajustado, no e-Lalur e no e-Lacs.
§ 2º No caso previsto no inciso IV do caput, a pessoa jurídica deverá proceder ao ajuste no lucro líquido para fins de apuração do lucro real e do resultado ajustado no período de apuração em que o encargo de depreciação, amortização ou exaustão for apropriado como custo de produção.
§ 3º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial.
§ 4º Consideram-se contraprestações creditadas, nos termos deste artigo, as contraprestações vencidas.
§ 5º Para efeitos do disposto no inciso I do caput, entende-se por despesa financeira os juros computados no valor da contraprestação de arrendamento mercantil.
§ 6º No caso de inadimplemento da contraprestação, a dedutibilidade dos juros observará o disposto nos §§ 4º e 5º do art. 73.
§ 7º No caso de bem objeto de arrendamento mercantil não é necessária a evidenciação em subconta de que trata § 1º do art. 93.
§ 8º Na hipótese das contraprestações a pagar e respectivos saldos de juros a apropriar decorrentes de ajuste a valor presente serem atualizados em função da taxa de câmbio ou de índices ou coeficientes aplicáveis por disposição legal ou contratual, as variações monetárias ativas ou passivas decorrentes desta atualização que tiverem sido computadas na contraprestação de que trata o inciso I do caput serão excluídas ou adicionadas ao lucro líquido na apuração do lucro real e do resultado ajustado nos períodos de apuração em que forem reconhecidas conforme as normas contábeis e legislação comercial.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
§ 9º Às atualizações feitas sobre contraprestações vencidas aplicam-se, conforme o caso, o disposto nos arts. 148 a 160 e §§ 4º e 5º do art. 73, não sendo aplicável o disposto no § 8º.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)"
"O que é “despesa financeira” considerada nas contraprestações pagas ou  creditadas, a que se refere o inciso I do art. 175 da IN RFB nº 1.700, de 2017?","São os encargos financeiros, incluindo-se os juros decorrentes do ajuste a valor presente.","Art. 175, § 5º da Instrução Normativa RFB nº 1.700, de 2017.","Art. 175. Na apuração do lucro real e do resultado ajustado da pessoa jurídica arrendatária:
I - poderão ser computadas as contraprestações pagas ou creditadas por força de contrato de arrendamento mercantil, referentes a bens móveis ou imóveis intrinsecamente relacionados com a produção ou comercialização dos bens e serviços, inclusive as despesas financeiras nelas consideradas;
II - são indedutíveis as despesas financeiras incorridas pela arrendatária em contratos de arrendamento mercantil, inclusive os valores decorrentes do ajuste a valor presente de que trata o inciso III do caput do art. 184 da Lei nº 6.404, de 1976;
III - são vedadas as deduções de despesas de depreciação, amortização e exaustão geradas por bem objeto de arrendamento mercantil, na hipótese em que a arrendatária reconheça contabilmente o encargo, inclusive após o prazo de encerramento do contrato; e
IV - na hipótese tratada no inciso III, não comporão o custo de produção dos bens ou serviços os encargos de depreciação, amortização e exaustão, gerados por bem objeto de arrendamento mercantil.
§ 1º Para efeitos do disposto neste artigo, a pessoa jurídica arrendatária que reconheça contabilmente o bem, em decorrência de o contrato de arrendamento prever a transferência substancial dos benefícios e riscos e do controle do bem arrendado, deverá proceder aos ajustes do lucro líquido para fins de apuração do lucro real e do resultado ajustado, no e-Lalur e no e-Lacs.
§ 2º No caso previsto no inciso IV do caput, a pessoa jurídica deverá proceder ao ajuste no lucro líquido para fins de apuração do lucro real e do resultado ajustado no período de apuração em que o encargo de depreciação, amortização ou exaustão for apropriado como custo de produção.
§ 3º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial.
§ 4º Consideram-se contraprestações creditadas, nos termos deste artigo, as contraprestações vencidas.
§ 5º Para efeitos do disposto no inciso I do caput, entende-se por despesa financeira os juros computados no valor da contraprestação de arrendamento mercantil.
§ 6º No caso de inadimplemento da contraprestação, a dedutibilidade dos juros observará o disposto nos §§ 4º e 5º do art. 73.
§ 7º No caso de bem objeto de arrendamento mercantil não é necessária a evidenciação em subconta de que trata § 1º do art. 93.
§ 8º Na hipótese das contraprestações a pagar e respectivos saldos de juros a apropriar decorrentes de ajuste a valor presente serem atualizados em função da taxa de câmbio ou de índices ou coeficientes aplicáveis por disposição legal ou contratual, as variações monetárias ativas ou passivas decorrentes desta atualização que tiverem sido computadas na contraprestação de que trata o inciso I do caput serão excluídas ou adicionadas ao lucro líquido na apuração do lucro real e do resultado ajustado nos períodos de apuração em que forem reconhecidas conforme as normas contábeis e legislação comercial.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
§ 9º Às atualizações feitas sobre contraprestações vencidas aplicam-se, conforme o caso, o disposto nos arts. 148 a 160 e §§ 4º e 5º do art. 73, não sendo aplicável o disposto no § 8º.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)"
"Em relação às operações de arrendamento mercantil, é necessária  evidenciação em subconta?",No caso de bem objeto de arrendamento mercantil financeiro não é necessário que a arrendatária evidencie em subconta vinculada ao bem arrendado os juros decorrentes do ajuste a valor presente relativo ao contrato de arrendamento mercantil.,"Art. 175, § 7º, da Instrução Normativa RFB nº 1.700, de 2017.","Art. 175. Na apuração do lucro real e do resultado ajustado da pessoa jurídica arrendatária:
I - poderão ser computadas as contraprestações pagas ou creditadas por força de contrato de arrendamento mercantil, referentes a bens móveis ou imóveis intrinsecamente relacionados com a produção ou comercialização dos bens e serviços, inclusive as despesas financeiras nelas consideradas;
II - são indedutíveis as despesas financeiras incorridas pela arrendatária em contratos de arrendamento mercantil, inclusive os valores decorrentes do ajuste a valor presente de que trata o inciso III do caput do art. 184 da Lei nº 6.404, de 1976;
III - são vedadas as deduções de despesas de depreciação, amortização e exaustão geradas por bem objeto de arrendamento mercantil, na hipótese em que a arrendatária reconheça contabilmente o encargo, inclusive após o prazo de encerramento do contrato; e
IV - na hipótese tratada no inciso III, não comporão o custo de produção dos bens ou serviços os encargos de depreciação, amortização e exaustão, gerados por bem objeto de arrendamento mercantil.
§ 1º Para efeitos do disposto neste artigo, a pessoa jurídica arrendatária que reconheça contabilmente o bem, em decorrência de o contrato de arrendamento prever a transferência substancial dos benefícios e riscos e do controle do bem arrendado, deverá proceder aos ajustes do lucro líquido para fins de apuração do lucro real e do resultado ajustado, no e-Lalur e no e-Lacs.
§ 2º No caso previsto no inciso IV do caput, a pessoa jurídica deverá proceder ao ajuste no lucro líquido para fins de apuração do lucro real e do resultado ajustado no período de apuração em que o encargo de depreciação, amortização ou exaustão for apropriado como custo de produção.
§ 3º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial.
§ 4º Consideram-se contraprestações creditadas, nos termos deste artigo, as contraprestações vencidas.
§ 5º Para efeitos do disposto no inciso I do caput, entende-se por despesa financeira os juros computados no valor da contraprestação de arrendamento mercantil.
§ 6º No caso de inadimplemento da contraprestação, a dedutibilidade dos juros observará o disposto nos §§ 4º e 5º do art. 73.
§ 7º No caso de bem objeto de arrendamento mercantil não é necessária a evidenciação em subconta de que trata § 1º do art. 93.
§ 8º Na hipótese das contraprestações a pagar e respectivos saldos de juros a apropriar decorrentes de ajuste a valor presente serem atualizados em função da taxa de câmbio ou de índices ou coeficientes aplicáveis por disposição legal ou contratual, as variações monetárias ativas ou passivas decorrentes desta atualização que tiverem sido computadas na contraprestação de que trata o inciso I do caput serão excluídas ou adicionadas ao lucro líquido na apuração do lucro real e do resultado ajustado nos períodos de apuração em que forem reconhecidas conforme as normas contábeis e legislação comercial.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
§ 9º Às atualizações feitas sobre contraprestações vencidas aplicam-se, conforme o caso, o disposto nos arts. 148 a 160 e §§ 4º e 5º do art. 73, não sendo aplicável o disposto no § 8º.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)"
"Descaracterizada a operação de arrendamento mercantil financeiro, como será  determinado o preço de compra e venda?","O preço de compra e venda será o total das contraprestações pagas durante a vigência do arrendamento, acrescido da parcela paga a título de preço de aquisição. ","Art. 176, § 1º, da Instrução Normativa RFB nº 1.700, de 2017.","Art. 176. A aquisição pelo arrendatário de bens arrendados em desacordo com as disposições contidas na Lei nº 6.099, de 1974, nas operações em que seja obrigatória a sua observância, será considerada operação de compra e venda a prestação.
§ 1º O preço de compra e venda será o total das contraprestações pagas durante a vigência do arrendamento, acrescido da parcela paga a título de preço de aquisição.
§ 2º Na hipótese prevista no caput, as importâncias já deduzidas como custo ou despesa operacional pela adquirente serão acrescidas ao lucro tributável no período de apuração correspondente à respectiva dedução.
§ 3º Os tributos não recolhidos na hipótese prevista no § 2º serão devidos com acréscimos previstos na legislação vigente."
"Como deverão ser tratados os custos ou despesas operacionais pela  adquirente, na hipótese de descaracterização da operação de arrendamento  mercantil? Adicionalmente, como deverão ser tratados os eventuais tributos  não recolhidos?","As importâncias já deduzidas, como custo ou despesa operacional pela adquirente, acrescerão ao lucro tributável, no período de apuração correspondente à respectiva dedução. Adicionalmente, os tributos não recolhidos serão devidos com acréscimos previstos na legislação vigente.","Art. 176, §§ 2º e 3º, da Instrução Normativa RFB nº 1.700, de 2017.","Art. 176. A aquisição pelo arrendatário de bens arrendados em desacordo com as disposições contidas na Lei nº 6.099, de 1974, nas operações em que seja obrigatória a sua observância, será considerada operação de compra e venda a prestação.
§ 1º O preço de compra e venda será o total das contraprestações pagas durante a vigência do arrendamento, acrescido da parcela paga a título de preço de aquisição.
§ 2º Na hipótese prevista no caput, as importâncias já deduzidas como custo ou despesa operacional pela adquirente serão acrescidas ao lucro tributável no período de apuração correspondente à respectiva dedução.
§ 3º Os tributos não recolhidos na hipótese prevista no § 2º serão devidos com acréscimos previstos na legislação vigente."
"Quais valores devem ser computados na determinação da base de cálculo do  PIS e da COFINS, em operação de arrendamento mercantil, na pessoa jurídica  arrendadora?","A pessoa jurídica arrendadora deverá computar na apuração da base de cálculo da Contribuição para o PIS/Pasep e da COFINS, o valor da contraprestação de arrendamento mercantil, independentemente de na operação haver transferência substancial dos riscos e benefícios inerentes à propriedade do ativo.","Art. 277 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 277. A pessoa jurídica arrendadora deverá computar na apuração da base de cálculo da Contribuição para o PIS/Pasep e da Cofins o valor da contraprestação de arrendamento mercantil, independentemente de na operação haver transferência substancial dos riscos e benefícios inerentes à propriedade do ativo.
§ 1º As pessoas jurídicas sujeitas ao regime de tributação não cumulativo de que tratam a Lei nº 10.637, de 2002, e a Lei nº 10.833, de 29 de dezembro de 2003, poderão descontar créditos calculados sobre o valor do custo de aquisição ou construção dos bens arrendados proporcionalmente ao valor de cada contraprestação durante o período de vigência do contrato.
§ 2º O disposto neste artigo também se aplica aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial.
§ 3º No caso de pessoa jurídica arrendadora que realiza operações em que haja transferência substancial dos riscos e benefícios inerentes à propriedade do ativo e que não esteja sujeita ao tratamento tributário disciplinado pela Lei nº 6.099, de 1974:   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
I - as receitas financeiras reconhecidas conforme as normas contábeis e legislação comercial relativas ao arrendamento mercantil que estiverem computadas na contraprestação de que trata o caput não serão acrescidas às bases de cálculo do PIS/Pasep e da Cofins; e   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
II - na hipótese das contraprestações a receber e respectivos saldos de juros a apropriar decorrentes de ajuste a valor presente serem atualizados em função da taxa de câmbio ou de índices ou coeficientes aplicáveis por disposição legal ou contratual, as variações monetárias ativas decorrentes desta atualização que estiverem computadas na contraprestação de que trata o caput não serão acrescidas às bases de cálculo do PIS/Pasep e da Cofins.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)
§ 4º O disposto nos incisos I e II do § 3º não se aplica às atualizações feitas sobre contraprestações vencidas.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1881, de 03 de abril de 2019)"
"Qual o tratamento tributário dispensado à receita decorrente da venda de  bens classificados no grupo de ""ativo não circulante mantido para venda"",  quando pessoa jurídica sujeita ao regime não cumulativo?","Não integram a base de cálculo da Contribuição para o PIS/Pasep e da COFINS apurados no regime de incidência não-cumulativa a que se referem a Lei nº 10.637, de 2002, e a Lei nº 10.833, de 2003, as outras receitas, decorrentes da venda de bens do ativo não circulante, classificado como investimento, imobilizado ou intangível. Tal disposição se aplica inclusive no caso do bem ter sido reclassificado para o Ativo Circulante com intenção de venda, por força das normas contábeis e da legislação comercial.","Art. 279 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 279. Não integram a base de cálculo da Contribuição para o PIS/Pasep e da Cofins apurados no regime de incidência não cumulativa a que se referem a Lei nº 10.637, de 2002, e a Lei nº 10.833, de 2003, as outras receitas de que trata o inciso IV do caput do art. 187 da Lei nº 6.404, de 1976, decorrentes da venda de bens do ativo não circulante classificado como investimento, imobilizado ou intangível.
Parágrafo único. O disposto no caput aplica-se inclusive no caso de o bem ter sido reclassificado para o ativo circulante com intenção de venda por força das normas contábeis e da legislação comercial."
O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo estimada do IRPJ e da CSLL?,Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará a base de cálculo estimada do IRPJ e da CSLL.,"Art. 41 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 41. O ganho decorrente de avaliação de ativo ou passivo com base no valor justo não integrará as bases de cálculo estimadas no período de apuração:
I - relativo à avaliação com base no valor justo caso seja registrado diretamente em conta de receita; ou
II - em que seja reclassificado como receita caso seja inicialmente registrado em conta de patrimônio líquido.
§ 1º Na apuração dos ganhos a que se refere o art. 39 o aumento ou redução no valor do ativo registrado em contrapartida a ganho ou perda decorrente de sua avaliação com base no valor justo não será considerado como parte integrante do valor contábil.
§ 2º O disposto no § 1º não se aplica caso o ganho relativo ao aumento no valor do ativo tenha sido anteriormente computado na base de cálculo do tributo."
O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo do lucro e resultado presumido?,"Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará a base de cálculo do lucro e resultado presumido no período de apuração: I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.","Art. 217 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 217. O ganho decorrente de avaliação de ativo ou passivo com base no valor justo não integrará as bases de cálculo do lucro presumido e do resultado presumido no período de apuração:
I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou
II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.
§ 1º Na apuração dos ganhos a que se referem os incisos I e II do § 3º do art. 215, o aumento ou redução no valor do ativo registrado em contrapartida a ganho ou perda decorrente de sua avaliação com base no valor justo não será considerado como parte integrante do valor contábil.
§ 2º O disposto no § 1º não se aplica caso o ganho relativo ao aumento no valor do ativo tenha sido anteriormente computado na base de cálculo do tributo."
"Na apuração do ganho de capital na alienação de investimento, imobilizado ou  intangível a ser acrescido à base de cálculo do lucro e resultado presumido, o  aumento no valor do ativo decorrente de avaliação com base no valor justo  pode ser considerado como parte integrante do valor contábil?","Não, exceto se o ganho relativo à avaliação com base no valor justo tenha sido anteriormente computado na base de cálculo do tributo.","Art. 217 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 217. O ganho decorrente de avaliação de ativo ou passivo com base no valor justo não integrará as bases de cálculo do lucro presumido e do resultado presumido no período de apuração:
I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou
II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.
§ 1º Na apuração dos ganhos a que se referem os incisos I e II do § 3º do art. 215, o aumento ou redução no valor do ativo registrado em contrapartida a ganho ou perda decorrente de sua avaliação com base no valor justo não será considerado como parte integrante do valor contábil.
§ 2º O disposto no § 1º não se aplica caso o ganho relativo ao aumento no valor do ativo tenha sido anteriormente computado na base de cálculo do tributo."
O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo do lucro e resultado arbitrado?,"Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará as bases de cálculo do lucro e do resultado arbitrados no período de apuração: I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.","Art. 229 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 229. O ganho decorrente de avaliação de ativo ou passivo com base no valor justo não integrará as bases de cálculo do lucro arbitrado e do resultado arbitrado no período de apuração:
I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou
II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.
§ 1º Na apuração dos ganhos a que se referem os incisos I e II do § 3º do art. 227, o aumento ou redução no valor do ativo registrado em contrapartida a ganho ou perda decorrente de sua avaliação com base no valor justo não será considerado como parte integrante do valor contábil.
§ 2º O disposto no § 1º não se aplica caso o ganho relativo ao aumento no valor do ativo tenha sido anteriormente computado na base de cálculo do tributo."
"Na apuração do ganho de capital na alienação de investimento, imobilizado ou  intangível a ser acrescido à base de cálculo do lucro e do resultado arbitrado,  o aumento no valor do ativo decorrente de avaliação com base no valor justo  pode ser considerado como parte integrante do valor contábil?","Não, exceto se o ganho relativo à avaliação com base no valor justo tenha sido anteriormente computado na base de cálculo do tributo.","Art. 229 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 229. O ganho decorrente de avaliação de ativo ou passivo com base no valor justo não integrará as bases de cálculo do lucro arbitrado e do resultado arbitrado no período de apuração:
I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou
II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.
§ 1º Na apuração dos ganhos a que se referem os incisos I e II do § 3º do art. 227, o aumento ou redução no valor do ativo registrado em contrapartida a ganho ou perda decorrente de sua avaliação com base no valor justo não será considerado como parte integrante do valor contábil.
§ 2º O disposto no § 1º não se aplica caso o ganho relativo ao aumento no valor do ativo tenha sido anteriormente computado na base de cálculo do tributo."
"Na hipótese em que o Banco Central do Brasil venha a modificar ou incorporar  novos dispositivos contábeis a serem aplicados pelas instituições financeiras e  demais entidades autorizadas a funcionar, como os impactos tributários  devem ser avaliados?","A modificação ou a adoção de métodos e critérios contábeis pelo Banco Central do Brasil não terá implicação na apuração dos tributos federais até que lei tributária regule a matéria, observado o disposto no art. 283 da Instrução Normativa RFB n° 1.700, de 2017.","art. 290 da Instrução Normativa RFB nº 1.700, de 2017. ","Art. 290. A modificação ou a adoção de métodos e critérios contábeis pelo Banco Central do Brasil não terá implicação na apuração dos tributos federais até que lei tributária regule a matéria, observado o disposto no art. 283.
"
"No que tange à elaboração da escrituração contábil,  quais requisitos deverão ser observados? Como tal escrituração será  formalizada para fins de fiscalização?","A escrituração contábil elaborada para atendimento à legislação tributária deverá conter todos os fatos contábeis do período de apuração, devendo ser elaborada em forma contábil e com a utilização do plano de contas da escrituração comercial. Os lançamentos realizados nesta escrituração contábil deverão, nos casos em que couber, manter correspondência com aqueles efetuados na escrituração comercial, inclusive no que se refere aos históricos. A escrituração contábil será transmitida ao Sped.","§1°, 2° e 3° do art. 287 da Instrução Normativa RFB nº 1.700, de 2017.","Art. 287. A pessoa jurídica que no período de apuração adotar, para fins societários, moeda funcional diferente da moeda nacional deverá elaborar, para fins tributários, escrituração contábil com base na moeda nacional, observado o disposto no art. 286.
§ 1º A escrituração contábil de que trata o caput deverá conter todos os fatos contábeis do período de apuração, devendo ser elaborada em forma contábil e com a utilização do plano de contas da escrituração comercial.
§ 2º Os lançamentos realizados na escrituração contábil de que trata o caput deverá, nos casos em que couber, manter correspondência com aqueles efetuados na escrituração comercial, inclusive no que se refere aos históricos.
§ 3º A escrituração contábil de que trata o caput será transmitida ao Sped.
§ 4º Na hipótese a que se refere o caput, o lucro líquido do exercício de que trata o § 1º do art. 6º do Decreto-Lei nº 1.598, de 1977, para efeito da determinação do lucro real e do resultado ajustado, deverá ser obtido com base na escrituração contábil de que trata o caput e deverá ser apurado com observância das disposições da Lei nº 6.404, de 1976, ressalvado o disposto no art. 286 desta Instrução Normativa.
§ 5º Os ajustes de adição, exclusão ou compensação, prescritos ou autorizados pela legislação tributária para a determinação do lucro real e do resultado ajustado deverão ser realizados com base nos valores reconhecidos e mensurados na moeda nacional, nos termos do art. 286, constantes na escrituração contábil de que trata o caput."
